ticker,bench,events_total,events_pre_total,events_intra_total,events_post_total,blue_any_rate,blue_hard_rate,blue_soft_rate,ark_any_rate,ark_hard_rate,ark_soft_rate,print_any_rate,print_hard_rate,print_soft_rate,open_any_rate,open_hard_rate,open_soft_rate,global_any_rate,global_hard_rate,global_soft_rate,intra_any_rate,intra_hard_rate,intra_soft_rate,post_any_rate,post_hard_rate,post_soft_rate,corr,beta,sigma
SHV,IWM,129,65,64,0,0.06153846153846154,0.046153846153846156,0.015384615384615385,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.12307692307692308,0.0,0.12307692307692308,0.4153846153846154,0.03076923076923077,0.38461538461538464,0.5384615384615384,0.16923076923076924,0.36923076923076925,0.0,0.0,0.0,,,,-0.08,0.0,0.01
SHW,IWM,60,23,37,0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.08695652173913043,0.0,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.391304347826087,0.2608695652173913,0.13043478260869565,0.0,0.0,0.0,,,,0.53,0.35,0.9
SHY,SPY,125,65,60,0,0.046153846153846156,0.015384615384615385,0.03076923076923077,0.27692307692307694,0.12307692307692308,0.15384615384615385,0.16923076923076924,0.015384615384615385,0.15384615384615385,0.2923076923076923,0.06153846153846154,0.23076923076923078,0.36923076923076925,0.12307692307692308,0.24615384615384617,0.0,0.0,0.0,,,,0.42,0.04,0.05
SHYG,SPY,75,22,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,,,,0.92,0.21,0.1
SIBN,IWM,35,9,26,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,0.83,0.51,1.06
SIG,IWM,55,11,44,0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.0,0.0,0.0,,,,0.76,0.73,1.01
SIGI,XLF,43,5,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,,,0.7,0.97,0.6
SII,SPY,41,11,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,,,,0.45,0.55,0.85
SIL,IWM,118,62,56,0,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.4838709677419355,0.3548387096774194,0.12903225806451613,0.16129032258064516,0.08064516129032258,0.08064516129032258,0.5645161290322581,0.2903225806451613,0.27419354838709675,0.7419354838709677,0.43548387096774194,0.3064516129032258,0.0,0.0,0.0,,,,0.59,1.56,2.06
SILA,SPY,31,9,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,,,,0.29,0.18,0.61
SILJ,QQQ,117,64,53,0,0.34375,0.265625,0.078125,0.640625,0.546875,0.09375,0.203125,0.03125,0.171875,0.53125,0.25,0.28125,0.828125,0.59375,0.234375,0.0,0.0,0.0,,,,0.6,1.7,2.26
SIMO,SOXL,50,20,30,0,0.05,0.05,0.0,0.05,0.05,0.0,0.1,0.05,0.05,0.15,0.1,0.05,0.2,0.15,0.05,0.0,0.0,0.0,,,,0.87,0.28,1.71
SIRI,IWM,99,57,42,0,0.14035087719298245,0.08771929824561403,0.05263157894736842,0.6491228070175439,0.5614035087719298,0.08771929824561403,0.2982456140350877,0.12280701754385964,0.17543859649122806,0.5614035087719298,0.40350877192982454,0.15789473684210525,0.7719298245614035,0.631578947368421,0.14035087719298245,0.0,0.0,0.0,,,,0.82,0.59,1.02
SITC,IWM,82,32,50,0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.125,0.03125,0.09375,0.40625,0.25,0.15625,0.4375,0.1875,0.25,0.0,0.0,0.0,,,,0.7,0.23,0.55
SITE,IWM,50,14,36,0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.7857142857142857,0.5,0.2857142857142857,0.0,0.0,0.0,,,,0.79,0.84,0.92
SITM,IWM,69,34,35,0,0.0,0.0,0.0,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.23529411764705882,0.08823529411764706,0.14705882352941177,0.3235294117647059,0.11764705882352941,0.20588235294117646,0.5588235294117647,0.23529411764705882,0.3235294117647059,0.0,0.0,0.0,,,,0.91,2.39,3.06
SIVR,IWM,116,65,51,0,0.07692307692307693,0.07692307692307693,0.0,0.49230769230769234,0.36923076923076925,0.12307692307692308,0.18461538461538463,0.06153846153846154,0.12307692307692308,0.3384615384615385,0.16923076923076924,0.16923076923076924,0.6307692307692307,0.4,0.23076923076923078,0.0,0.0,0.0,,,,0.54,1.18,1.51
SIXG,QQQ,11,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,,,,0.95,1.34,0.95
SJM,IWM,61,20,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.35,0.25,0.1,0.35,0.2,0.15,0.0,0.0,0.0,,,,-0.23,-0.07,1.27
SJNK,SPY,84,31,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.03225806451612903,0.0967741935483871,0.2903225806451613,0.12903225806451613,0.16129032258064516,0.3225806451612903,0.0967741935483871,0.22580645161290322,0.0,0.0,0.0,,,,0.9,0.24,0.12
SKE,GDX,77,41,36,0,0.0,0.0,0.0,0.5365853658536586,0.3902439024390244,0.14634146341463414,0.4146341463414634,0.1951219512195122,0.21951219512195122,0.7073170731707317,0.5121951219512195,0.1951219512195122,0.8780487804878049,0.6097560975609756,0.2682926829268293,0.0,0.0,0.0,,,,0.95,1.01,2.11
SKIL,IWM,32,19,13,0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.6842105263157895,0.21052631578947367,0.47368421052631576,0.47368421052631576,0.10526315789473684,0.3684210526315789,0.8421052631578947,0.21052631578947367,0.631578947368421,0.0,0.0,0.0,,,,0.79,1.17,2.31
SKM,SPY,45,14,31,0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,,,,0.46,0.19,0.73
SKRE,QQQ,29,21,8,0,0.047619047619047616,0.0,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523,0.14285714285714285,0.0,0.14285714285714285,0.38095238095238093,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.047619047619047616,0.38095238095238093,0.0,0.0,0.0,,,,-0.73,-1.31,1.49
SKT,IWM,44,3,41,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,,,,0.48,0.26,0.55
SKWD,XLF,37,10,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.2,0.4,0.3,0.1,0.0,0.0,0.0,,,,0.5,0.57,1.06
SKY,IWM,57,14,43,0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.5,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,,,,0.56,0.74,1.21
SKYW,IWM,48,18,30,0,0.0,0.0,0.0,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.3888888888888889,0.05555555555555555,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.2777777777777778,0.3888888888888889,0.0,0.0,0.0,,,,0.79,0.89,0.93
SKYY,QQQ,61,22,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.5454545454545454,0.3181818181818182,0.22727272727272727,0.0,0.0,0.0,,,,0.97,1.31,0.93
SLAB,IWM,41,10,31,0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.1,0.3,0.4,0.0,0.4,0.0,0.0,0.0,,,,0.92,1.31,1.22
SLB,XLE,114,61,53,0,0.01639344262295082,0.01639344262295082,0.0,0.6065573770491803,0.3770491803278688,0.22950819672131148,0.19672131147540983,0.09836065573770492,0.09836065573770492,0.4262295081967213,0.26229508196721313,0.16393442622950818,0.7704918032786885,0.5573770491803278,0.21311475409836064,0.0,0.0,0.0,,,,0.92,1.3,0.79
SLDE,XLF,63,18,45,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.7222222222222222,0.3333333333333333,0.3888888888888889,0.7222222222222222,0.3333333333333333,0.3888888888888889,0.0,0.0,0.0,,,,0.51,0.95,1.31
SLF,SPY,47,4,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.25,0.25,0.0,0.0,0.0,,,,0.8,0.67,0.49
SLG,IWM,78,33,45,0,0.0,0.0,0.0,0.24242424242424243,0.06060606060606061,0.18181818181818182,0.3939393939393939,0.09090909090909091,0.30303030303030304,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.6363636363636364,0.21212121212121213,0.42424242424242425,0.0,0.0,0.0,,,,0.77,0.55,0.84
SLGL,QQQ,10,7,3,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,,,,0.42,0.71,2.92
SLGN,SPY,28,11,17,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,,,,0.58,0.51,1.64
SLM,XLF,56,12,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.08333333333333333,0.75,0.6666666666666666,0.08333333333333333,0.75,0.5833333333333334,0.16666666666666666,0.0,0.0,0.0,,,,0.86,1.52,1.52
SLNO,SPY,56,24,32,0,0.0,0.0,0.0,0.4583333333333333,0.20833333333333334,0.25,0.4583333333333333,0.25,0.20833333333333334,0.625,0.5,0.125,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,,,,0.52,1.01,3.89
SLON,QQQ,105,64,41,0,0.03125,0.0,0.03125,0.328125,0.09375,0.234375,0.109375,0.015625,0.09375,0.203125,0.015625,0.1875,0.390625,0.109375,0.28125,0.0,0.0,0.0,,,,0.74,7.46,6.26
SLP,SPY,57,18,39,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.5,0.2777777777777778,0.2222222222222222,0.6666666666666666,0.3888888888888889,0.2777777777777778,0.0,0.0,0.0,,,,0.74,0.72,1.09
SLRC,SPY,64,31,33,0,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.16129032258064516,0.03225806451612903,0.12903225806451613,0.3225806451612903,0.16129032258064516,0.16129032258064516,0.3870967741935484,0.16129032258064516,0.22580645161290322,0.0,0.0,0.0,,,,0.64,0.36,0.28
SLTY,IWM,41,28,13,0,0.0,0.0,0.0,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.5357142857142857,0.2857142857142857,0.25,0.6428571428571429,0.32142857142857145,0.32142857142857145,0.0,0.0,0.0,,,,-0.69,-0.54,0.93
SLV,IWM,116,65,51,0,0.27692307692307694,0.26153846153846155,0.015384615384615385,0.6153846153846154,0.5846153846153846,0.03076923076923077,0.13846153846153847,0.06153846153846154,0.07692307692307693,0.35384615384615387,0.2,0.15384615384615385,0.6923076923076923,0.6307692307692307,0.06153846153846154,0.0,0.0,0.0,,,,0.54,1.24,1.53
SLVM,IWM,41,11,30,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,,,,0.7,0.36,0.93
SLVO,IWM,23,12,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,,,,0.32,0.41,0.53
SLVP,IWM,91,50,41,0,0.04,0.0,0.04,0.24,0.06,0.18,0.22,0.04,0.18,0.56,0.2,0.36,0.66,0.2,0.46,0.0,0.0,0.0,,,,0.6,1.79,2.12
SLVR,QQQ,92,60,32,0,0.11666666666666667,0.03333333333333333,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.2,0.38333333333333336,0.016666666666666666,0.36666666666666664,0.6,0.16666666666666666,0.43333333333333335,0.6833333333333333,0.2,0.48333333333333334,0.0,0.0,0.0,,,,0.58,1.65,2.39
SLYG,IWM,32,16,16,0,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.5,0.1875,0.3125,0.5,0.125,0.375,0.75,0.25,0.5,0.0,0.0,0.0,,,,0.99,0.84,0.54
SLYV,IWM,41,11,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.0,0.0,0.0,,,,0.98,0.92,0.59
SM,XLE,97,41,56,0,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0975609756097561,0.024390243902439025,0.07317073170731707,0.34146341463414637,0.24390243902439024,0.0975609756097561,0.3902439024390244,0.21951219512195122,0.17073170731707318,0.0,0.0,0.0,,,,0.92,2.09,1.42
SMA,IWM,51,20,31,0,0.0,0.0,0.0,0.05,0.0,0.05,0.15,0.0,0.15,0.4,0.35,0.05,0.45,0.3,0.15,0.0,0.0,0.0,,,,0.35,0.33,0.88
SMBS,SPY,56,29,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,,,,0.36,0.2,0.17
SMCI,SPY,122,65,57,0,0.4461538461538462,0.35384615384615387,0.09230769230769231,0.7076923076923077,0.6153846153846154,0.09230769230769231,0.2923076923076923,0.07692307692307693,0.2153846153846154,0.47692307692307695,0.27692307692307694,0.2,0.7538461538461538,0.6153846153846154,0.13846153846153847,0.0,0.0,0.0,,,,0.94,2.83,2.03
SMCL,SPY,126,65,61,0,0.36923076923076925,0.2153846153846154,0.15384615384615385,0.6307692307692307,0.4461538461538462,0.18461538461538463,0.27692307692307694,0.03076923076923077,0.24615384615384617,0.47692307692307695,0.15384615384615385,0.3230769230769231,0.7538461538461538,0.4461538461538462,0.3076923076923077,0.0,0.0,0.0,,,,0.91,5.44,4.16
SMCX,SPY,125,65,60,0,0.4,0.27692307692307694,0.12307692307692308,0.6461538461538462,0.5384615384615384,0.1076923076923077,0.3230769230769231,0.03076923076923077,0.2923076923076923,0.49230769230769234,0.15384615384615385,0.3384615384615385,0.7538461538461538,0.5538461538461539,0.2,0.0,0.0,0.0,,,,0.94,5.71,4.09
SMCY,SPY,123,65,58,0,0.046153846153846156,0.015384615384615385,0.03076923076923077,0.5230769230769231,0.3230769230769231,0.2,0.4,0.07692307692307693,0.3230769230769231,0.5230769230769231,0.2923076923076923,0.23076923076923078,0.6461538461538462,0.36923076923076925,0.27692307692307694,0.0,0.0,0.0,,,,0.91,2.41,1.64
SMDD,QQQ,15,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,,,,-0.85,-2.01,1.75
SMFG,SPY,81,45,36,0,0.022222222222222223,0.022222222222222223,0.0,0.24444444444444444,0.08888888888888889,0.15555555555555556,0.24444444444444444,0.08888888888888889,0.15555555555555556,0.24444444444444444,0.15555555555555556,0.08888888888888889,0.4666666666666667,0.2,0.26666666666666666,0.0,0.0,0.0,,,,0.61,0.52,1.25
SMG,IWM,64,21,43,0,0.047619047619047616,0.0,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5238095238095238,0.2857142857142857,0.23809523809523808,0.0,0.0,0.0,,,,0.76,0.72,0.84
SMH,QQQ,112,63,49,0,0.19047619047619047,0.1746031746031746,0.015873015873015872,0.47619047619047616,0.4126984126984127,0.06349206349206349,0.19047619047619047,0.06349206349206349,0.12698412698412698,0.3333333333333333,0.2698412698412698,0.06349206349206349,0.5555555555555556,0.4603174603174603,0.09523809523809523,0.0,0.0,0.0,,,,0.95,1.74,1.24
SMHX,QQQ,84,54,30,0,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.42592592592592593,0.18518518518518517,0.24074074074074073,0.3888888888888889,0.09259259259259259,0.2962962962962963,0.4444444444444444,0.05555555555555555,0.3888888888888889,0.5555555555555556,0.24074074074074073,0.3148148148148148,0.0,0.0,0.0,,,,0.96,1.89,1.35
SMIN,SPY,43,20,23,0,0.0,0.0,0.0,0.1,0.1,0.0,0.15,0.1,0.05,0.2,0.15,0.05,0.25,0.2,0.05,0.0,0.0,0.0,,,,0.52,0.33,0.65
SMLR,QQQ,101,56,45,0,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.5178571428571429,0.30357142857142855,0.21428571428571427,0.39285714285714285,0.14285714285714285,0.25,0.5178571428571429,0.35714285714285715,0.16071428571428573,0.75,0.48214285714285715,0.26785714285714285,0.0,0.0,0.0,,,,0.8,1.69,3.8
SMMT,SPY,119,62,57,0,0.16129032258064516,0.0967741935483871,0.06451612903225806,0.6774193548387096,0.5483870967741935,0.12903225806451613,0.3225806451612903,0.1935483870967742,0.12903225806451613,0.5,0.3225806451612903,0.1774193548387097,0.7903225806451613,0.6290322580645161,0.16129032258064516,0.0,0.0,0.0,,,,0.76,1.6,3.62
SMP,IWM,30,7,23,0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,,,,0.68,0.45,0.65
SMPL,IWM,21,5,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,,,,-0.01,0.0,2.8
SMR,SPY,127,65,62,0,0.38461538461538464,0.16923076923076924,0.2153846153846154,0.5538461538461539,0.36923076923076925,0.18461538461538463,0.24615384615384617,0.015384615384615385,0.23076923076923078,0.5692307692307692,0.07692307692307693,0.49230769230769234,0.8307692307692308,0.4,0.4307692307692308,0.0,0.0,0.0,,,,0.89,6.26,3.21
SMST,SPY,125,65,60,0,0.18461538461538463,0.12307692307692308,0.06153846153846154,0.5230769230769231,0.27692307692307694,0.24615384615384617,0.26153846153846155,0.015384615384615385,0.24615384615384617,0.49230769230769234,0.13846153846153847,0.35384615384615387,0.6461538461538462,0.2923076923076923,0.35384615384615387,0.0,0.0,0.0,,,,-0.68,-6.33,4.19
SMTC,SPY,115,57,58,0,0.07017543859649122,0.03508771929824561,0.03508771929824561,0.3157894736842105,0.14035087719298245,0.17543859649122806,0.3157894736842105,0.08771929824561403,0.22807017543859648,0.40350877192982454,0.14035087719298245,0.2631578947368421,0.543859649122807,0.24561403508771928,0.2982456140350877,0.0,0.0,0.0,,,,0.95,3.09,2.23
SMU,SPY,126,65,61,0,0.06153846153846154,0.015384615384615385,0.046153846153846156,0.4,0.13846153846153847,0.26153846153846155,0.26153846153846155,0.0,0.26153846153846155,0.5692307692307692,0.046153846153846156,0.5230769230769231,0.7076923076923077,0.15384615384615385,0.5538461538461539,0.0,0.0,0.0,,,,0.88,11.93,6.57
SMUP,SPY,85,46,39,0,0.043478260869565216,0.0,0.043478260869565216,0.2826086956521739,0.06521739130434782,0.21739130434782608,0.21739130434782608,0.021739130434782608,0.1956521739130435,0.4782608695652174,0.021739130434782608,0.45652173913043476,0.5869565217391305,0.08695652173913043,0.5,0.0,0.0,0.0,,,,0.88,11.77,6.61
SMYY,QQQ,26,16,10,0,0.0,0.0,0.0,0.3125,0.125,0.1875,0.6875,0.125,0.5625,0.5625,0.125,0.4375,0.75,0.1875,0.5625,0.0,0.0,0.0,,,,0.88,1.16,1.07
SN,SPY,84,39,45,0,0.10256410256410256,0.0,0.10256410256410256,0.3076923076923077,0.1282051282051282,0.1794871794871795,0.5128205128205128,0.20512820512820512,0.3076923076923077,0.6153846153846154,0.38461538461538464,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,0.73,1.09,1.48
SNA,IWM,31,5,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,,,,0.78,0.51,0.65
SNCY,IWM,69,27,42,0,0.0,0.0,0.0,0.14814814814814814,0.037037037037037035,0.1111111111111111,0.2962962962962963,0.1111111111111111,0.18518518518518517,0.7037037037037037,0.4074074074074074,0.2962962962962963,0.7407407407407407,0.37037037037037035,0.37037037037037035,0.0,0.0,0.0,,,,0.87,1.31,1.31
SNDK,SOXL,94,51,43,0,0.39215686274509803,0.29411764705882354,0.09803921568627451,0.7058823529411765,0.6078431372549019,0.09803921568627451,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.6078431372549019,0.4117647058823529,0.19607843137254902,0.8235294117647058,0.6862745098039216,0.13725490196078433,0.0,0.0,0.0,,,,0.84,1.0,3.89
SNDR,IWM,46,15,31,0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.2,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,,,,0.61,0.44,1.12
SNDX,IWM,108,55,53,0,0.01818181818181818,0.0,0.01818181818181818,0.4727272727272727,0.2,0.2727272727272727,0.4727272727272727,0.07272727272727272,0.4,0.6909090909090909,0.23636363636363636,0.45454545454545453,0.8181818181818182,0.36363636363636365,0.45454545454545453,0.0,0.0,0.0,,,,0.7,1.01,0.97
SNEX,SPY,67,24,43,0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.375,0.08333333333333333,0.2916666666666667,0.625,0.16666666666666666,0.4583333333333333,0.75,0.16666666666666666,0.5833333333333334,0.0,0.0,0.0,,,,0.85,1.2,0.65
SNN,SPY,47,22,25,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.0,0.0,,,,0.4,0.5,1.8
SNOU,SPY,64,44,20,0,0.0,0.0,0.0,0.11363636363636363,0.045454545454545456,0.06818181818181818,0.09090909090909091,0.0,0.09090909090909091,0.29545454545454547,0.045454545454545456,0.25,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,,,,0.91,3.72,3.85
SNOW,SPY,117,63,54,0,0.20634920634920634,0.1746031746031746,0.031746031746031744,0.6031746031746031,0.5079365079365079,0.09523809523809523,0.1746031746031746,0.031746031746031744,0.14285714285714285,0.5396825396825397,0.3333333333333333,0.20634920634920634,0.7777777777777778,0.6031746031746031,0.1746031746031746,0.0,0.0,0.0,,,,0.94,1.86,1.96
SNOY,QQQ,80,50,30,0,0.04,0.0,0.04,0.58,0.38,0.2,0.46,0.28,0.18,0.6,0.38,0.22,0.84,0.58,0.26,0.0,0.0,0.0,,,,0.9,1.13,1.42
SNPE,QQQ,57,21,36,0,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.0,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.47619047619047616,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,,,,0.98,0.71,0.44
SNPS,SPY,62,28,34,0,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.39285714285714285,0.2857142857142857,0.10714285714285714,0.17857142857142858,0.10714285714285714,0.07142857142857142,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.6071428571428571,0.4642857142857143,0.14285714285714285,0.0,0.0,0.0,,,,0.89,1.51,3.97
SNV,KRE,49,10,39,0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,1.0,0.6,0.4,1.0,0.5,0.5,0.0,0.0,0.0,,,,0.93,1.1,0.69
SNWV,SPY,15,7,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,,,,0.42,0.52,3.47
SNX,IWM,46,16,30,0,0.0,0.0,0.0,0.1875,0.125,0.0625,0.375,0.125,0.25,0.6875,0.5,0.1875,0.8125,0.4375,0.375,0.0,0.0,0.0,,,,0.9,0.88,0.82
SNY,QQQ,70,38,32,0,0.10526315789473684,0.07894736842105263,0.02631578947368421,0.2631578947368421,0.18421052631578946,0.07894736842105263,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.2894736842105263,0.21052631578947367,0.07894736842105263,0.34210526315789475,0.23684210526315788,0.10526315789473684,0.0,0.0,0.0,,,,0.1,0.27,1.46
SO,XLE,84,27,57,0,0.0,0.0,0.0,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.37037037037037035,0.2222222222222222,0.14814814814814814,0.5185185185185185,0.2962962962962963,0.2222222222222222,0.0,0.0,0.0,,,,-0.18,-0.12,0.4
SOBO,SPY,51,7,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,,,,0.71,0.51,0.43
SOC,SPY,66,36,30,0,0.05555555555555555,0.05555555555555555,0.0,0.5555555555555556,0.5277777777777778,0.027777777777777776,0.5,0.4166666666666667,0.08333333333333333,0.6944444444444444,0.5833333333333334,0.1111111111111111,0.8055555555555556,0.8055555555555556,0.0,0.0,0.0,0.0,,,,0.32,0.81,5.75
